times,cross,test-accuracy,train-accuracy
1450,0.0293084,0.988889,1.0
1455,0.0116215,0.988889,1.0
1460,0.0170302,0.992593,0.995
1465,0.0124782,0.988889,1.0
1470,0.00803359,0.996296,1.0
1475,0.0121312,0.992593,1.0
1480,0.0106487,0.988889,1.0
1485,0.0151194,0.992593,0.995
1490,0.00664061,0.992593,1.0
1495,0.011275,0.992593,1.0
1500,0.0087665,0.992593,1.0
1505,0.0152843,0.988889,0.995
1510,0.0140433,0.992593,1.0
1515,0.00900735,0.992593,1.0
1520,0.0192147,0.992593,0.995
1525,0.0137203,0.985185,1.0
1530,0.00870116,0.996296,1.0
1535,0.00694353,0.996296,1.0
1540,0.00751121,0.996296,1.0
1545,0.0065145,0.996296,1.0
1550,0.00675682,0.992593,1.0
1555,0.00696013,0.996296,1.0
1560,0.00714709,0.992593,1.0
1565,0.00701784,0.988889,1.0
1570,0.0113289,0.992593,0.995
1575,0.00481755,0.992593,1.0
1580,0.0114436,0.996296,0.995
1585,0.00616463,0.996296,1.0
1590,0.00614637,0.996296,1.0
1595,0.00603462,0.992593,1.0
1600,0.00972721,0.992593,1.0
1605,0.00926807,0.992593,1.0
1610,0.00317829,0.996296,1.0
1615,0.00655645,0.996296,1.0
1620,0.00533495,0.992593,1.0
1625,0.00709183,0.996296,1.0
1630,0.0043126,0.996296,1.0
1635,0.00202255,0.996296,1.0
1640,0.0169978,0.992593,0.99
1645,0.00235352,0.996296,1.0
1650,0.00511213,0.996296,1.0
1655,0.00338838,0.992593,1.0
1660,0.00273148,1.0,1.0
1665,0.0081811,0.996296,1.0
1670,0.00434166,0.996296,1.0
1675,0.00400931,0.996296,1.0
1680,0.00438946,0.992593,1.0
1685,0.00541646,0.992593,1.0
1690,0.00535855,0.996296,1.0
1695,0.00209341,0.996296,1.0
1700,0.00410671,0.996296,1.0
1705,0.00290637,0.988889,1.0
1710,0.00365275,0.996296,1.0
1715,0.00652059,0.996296,1.0
1720,0.00418394,0.996296,1.0
1725,0.00419495,0.996296,1.0
1730,0.00232512,0.996296,1.0
1735,0.00579897,0.996296,1.0
1740,0.0022652,0.996296,1.0
1745,0.00343574,0.996296,1.0
1750,0.00548613,0.996296,1.0
1755,0.0033191,0.996296,1.0
1760,0.00208933,0.996296,1.0
1765,0.00318752,0.996296,1.0
1770,0.00416478,0.996296,1.0
1775,0.0134004,0.992593,0.995
1780,0.00453997,0.996296,1.0
1785,0.00512896,0.996296,1.0
1790,0.00139252,0.992593,1.0
1795,0.00308436,0.992593,1.0
1800,0.00221299,0.985185,1.0
1805,0.00666782,0.996296,1.0
1810,0.00627851,0.996296,0.995
1815,0.00352585,0.988889,1.0
1820,0.00219053,0.996296,1.0
1825,0.00114191,0.996296,1.0
1830,0.00382072,0.996296,1.0
1835,0.00640271,0.996296,0.995
1840,0.00197694,0.996296,1.0
1845,0.00192706,0.996296,1.0
1850,0.000822619,0.996296,1.0
1855,0.00254861,0.996296,1.0
1860,0.00120807,0.996296,1.0
1865,0.00231226,0.996296,1.0
1870,0.00840107,0.992593,0.995
1875,0.00165125,0.992593,1.0
1880,0.00184173,0.992593,1.0
1885,0.00201238,0.992593,1.0
1890,0.00227684,0.996296,1.0
1895,0.00127408,0.996296,1.0
1900,0.00302743,0.996296,1.0
1905,0.00137888,0.996296,1.0
1910,0.00100759,0.996296,1.0
1915,0.00245765,0.996296,1.0
1920,0.0024883,0.996296,1.0
1925,0.0025686,0.996296,1.0
1930,0.00398539,0.985185,1.0
1935,0.00343005,0.996296,1.0
1940,0.00235004,0.996296,1.0
1945,0.00496739,0.996296,0.995
1950,0.00375581,0.996296,1.0
1955,0.00497851,0.996296,1.0
1960,0.00776849,0.996296,0.995
1965,0.0018323,0.996296,1.0
1970,0.00438475,0.996296,1.0
1975,0.00138028,0.996296,1.0
1980,0.00106245,0.996296,1.0
1985,0.00303614,0.996296,1.0
1990,0.00115666,0.996296,1.0
1995,0.00161074,0.992593,1.0
