times,cross,test-accuracy,train-accuracy
1195,1.40381,0.648148,0.875
1200,1.61786,0.685185,0.815
1205,0.951941,0.707407,0.945
1210,1.59066,0.714815,0.8
1215,1.08163,0.733333,0.875
1220,1.31859,0.740741,0.875
1225,1.3631,0.692593,0.86
1230,1.35464,0.655556,0.835
1235,1.74848,0.737037,0.83
1240,1.09643,0.688889,0.875
1245,1.56058,0.766667,0.875
1250,0.976547,0.803704,0.945
1255,1.16035,0.774074,0.905
1260,1.16275,0.8,0.9
1265,0.798538,0.814815,0.955
1270,1.46809,0.818519,0.88
1275,0.771197,0.851852,0.965
1280,1.33193,0.748148,0.87
1285,1.42325,0.818519,0.93
1290,1.08698,0.8,0.915
1295,1.28497,0.82963,0.92
1300,0.790461,0.818519,0.975
1305,1.19666,0.844444,0.925
1310,0.909797,0.855556,0.96
1315,0.926506,0.848148,0.96
1320,0.970255,0.866667,0.925
1325,0.679972,0.844444,0.95
1330,1.10111,0.914815,0.94
1335,0.609014,0.911111,0.975
1340,1.04518,0.866667,0.92
1345,2.62868,0.844444,0.485
1350,1.03194,0.840741,0.95
1355,1.08622,0.907407,0.95
1360,0.646115,0.892593,0.96
1365,0.953355,0.896296,0.965
1370,0.569379,0.914815,0.97
1375,0.79081,0.911111,0.99
1380,0.717799,0.92963,0.965
1385,0.714328,0.92963,0.98
1390,0.842291,0.840741,0.91
1395,0.482038,0.959259,0.995
1400,0.64504,0.944444,0.975
1405,0.506336,0.951852,0.975
1410,0.652046,0.944444,0.97
1415,0.557956,0.959259,0.995
1420,0.451402,0.92963,0.975
1425,0.635265,0.944444,0.97
1430,0.407594,0.933333,0.985
1435,0.530697,0.925926,0.975
1440,0.359079,0.959259,1.0
1445,0.432079,0.974074,1.0
1450,0.541752,0.944444,0.985
1455,0.351815,0.962963,1.0
1460,0.499894,0.966667,1.0
1465,0.432721,0.962963,0.995
1470,0.54072,0.944444,0.955
1475,0.547565,0.966667,0.99
1480,0.336315,0.974074,0.995
1485,0.531455,0.977778,0.98
1490,0.325899,0.962963,0.995
1495,0.386474,0.959259,0.99
1500,0.374861,0.974074,0.985
1505,0.281889,0.955556,0.995
1510,0.387839,0.974074,0.995
1515,0.237777,0.959259,0.995
1520,0.393344,0.97037,0.99
1525,0.288657,0.981481,0.985
1530,0.324376,0.977778,0.99
1535,0.268459,0.97037,0.995
1540,0.286875,0.962963,1.0
1545,0.489462,0.811111,0.93
1550,0.423701,0.97037,1.0
1555,0.485087,0.981481,0.99
1560,0.320042,0.977778,1.0
1565,0.280157,0.977778,0.995
1570,0.364619,0.981481,0.99
1575,0.188037,0.977778,1.0
1580,0.355049,0.97037,0.995
1585,0.170708,0.974074,0.995
1590,0.259994,0.974074,0.98
1595,0.238281,0.981481,0.995
1600,0.23449,0.977778,0.99
1605,0.218624,0.974074,0.995
1610,0.142035,0.966667,1.0
1615,0.225799,0.977778,0.99
1620,0.200588,0.97037,0.99
1625,0.193556,0.966667,0.99
1630,0.212929,0.977778,0.995
1635,0.155293,0.985185,0.995
1640,0.235882,0.992593,1.0
1645,0.11164,0.974074,1.0
1650,0.186968,0.977778,0.995
1655,0.142052,0.985185,1.0
1660,0.166331,0.981481,0.995
1665,0.168983,0.974074,1.0
1670,0.102718,0.985185,1.0
1675,0.21142,0.985185,0.995
1680,0.100874,0.985185,0.995
1685,0.163649,0.981481,0.995
1690,0.115056,0.985185,1.0
1695,0.148606,0.974074,0.995
1700,0.153487,0.981481,0.995
1705,0.0864959,0.985185,1.0
1710,0.153463,0.981481,0.995
1715,0.0867508,0.981481,1.0
1720,0.125399,0.977778,1.0
1725,0.137431,0.988889,1.0
1730,0.06403,0.985185,0.995
1735,0.134949,0.985185,1.0
1740,0.0849829,0.988889,1.0
1745,0.134685,0.977778,0.985
1750,0.0818408,0.985185,1.0
1755,0.0992822,0.985185,1.0
1760,0.142332,0.988889,0.995
1765,0.0678239,0.988889,1.0
1770,0.247406,0.966667,0.95
1775,0.307891,0.885185,0.96
1780,0.215116,0.981481,0.995
1785,0.186063,0.988889,0.995
1790,0.130619,0.985185,1.0
1795,0.183258,0.988889,1.0
1800,0.111831,0.985185,1.0
1805,0.112991,0.988889,1.0
1810,0.12979,0.985185,0.99
1815,0.113501,0.974074,0.995
1820,0.144478,0.985185,1.0
1825,0.0599975,0.988889,1.0
1830,0.129501,0.988889,0.995
1835,0.0802633,0.988889,0.995
1840,0.0853175,0.985185,1.0
1845,0.077736,0.985185,0.995
1850,0.0720812,0.985185,1.0
1855,0.122532,0.988889,0.99
1860,0.0532772,0.988889,1.0
1865,0.102218,0.992593,0.995
1870,0.0714113,0.985185,1.0
1875,0.08549,0.985185,0.995
1880,0.0704011,0.985185,1.0
1885,0.0530977,0.988889,1.0
1890,0.0915212,0.981481,0.995
1895,0.0453231,0.988889,1.0
1900,0.0999735,0.988889,0.99
1905,0.0553631,0.988889,1.0
1910,0.063017,0.985185,1.0
1915,0.0632288,0.992593,1.0
1920,0.0480049,0.988889,1.0
1925,0.0802817,0.996296,0.995
1930,0.0435797,0.996296,1.0
1935,0.0610489,0.996296,1.0
1940,0.0465621,0.988889,1.0
1945,0.0588144,0.992593,0.995
1950,0.0709841,0.992593,1.0
1955,0.0318516,0.992593,1.0
1960,0.0766634,0.992593,0.995
1965,0.0528708,0.988889,1.0
1970,0.0580615,0.992593,1.0
1975,0.0451667,0.996296,1.0
1980,0.0448664,0.992593,1.0
1985,0.0628884,0.988889,1.0
1990,0.037966,0.992593,1.0
1995,0.0431619,0.988889,1.0
