times_2050,0.894325,0.488889,0.523771,0.737037,0.565898,0.8,0.593387,0.807407,0.121147,0.877778,4.0327,0.114815,0.161253,0.881481,
times_2100,0.871242,0.488889,0.514131,0.740741,0.56123,0.807407,0.590692,0.807407,0.11908,0.877778,3.95212,0.122222,0.158526,0.877778,
times_2150,0.849584,0.492593,0.505086,0.744444,0.556732,0.811111,0.58809,0.811111,0.117085,0.877778,3.87446,0.122222,0.155893,0.881481,
times_2200,0.829235,0.511111,0.496555,0.744444,0.552394,0.814815,0.585577,0.811111,0.115159,0.877778,3.7995,0.12963,0.153348,0.881481,
times_2250,0.810088,0.518519,0.488472,0.751852,0.548205,0.814815,0.583147,0.814815,0.113298,0.877778,3.72707,0.137037,0.150888,0.881481,
times_2300,0.792045,0.522222,0.480787,0.762963,0.544157,0.814815,0.580796,0.814815,0.111498,0.877778,3.657,0.148148,0.148507,0.881481,
times_2350,0.775018,0.525926,0.473458,0.766667,0.540242,0.814815,0.578521,0.814815,0.109756,0.877778,3.58918,0.155556,0.146202,0.881481,
times_2400,0.758928,0.537037,0.466452,0.774074,0.536454,0.814815,0.576315,0.814815,0.108068,0.877778,3.52348,0.159259,0.143969,0.881481,
times_2450,0.743702,0.551852,0.45974,0.774074,0.532784,0.818519,0.574178,0.818519,0.106434,0.877778,3.45981,0.166667,0.141806,0.881481,
times_2500,0.729272,0.559259,0.453296,0.774074,0.529227,0.818519,0.572104,0.818519,0.104849,0.877778,3.3981,0.17037,0.139708,0.881481,
times_2550,0.715579,0.577778,0.447101,0.77037,0.525777,0.814815,0.570092,0.818519,0.103311,0.877778,3.33829,0.174074,0.137674,0.881481,
times_2600,0.702568,0.596296,0.441135,0.77037,0.522429,0.814815,0.568139,0.822222,0.101819,0.877778,3.2803,0.174074,0.1357,0.881481,
times_2650,0.690189,0.603704,0.435384,0.77037,0.519178,0.818519,0.566242,0.822222,0.10037,0.877778,3.2241,0.174074,0.133783,0.881481,
times_2700,0.678397,0.607407,0.429832,0.77037,0.51602,0.818519,0.564398,0.822222,0.0989622,0.877778,3.16964,0.181481,0.131923,0.881481,
times_2750,0.667151,0.614815,0.424467,0.77037,0.512949,0.818519,0.562606,0.822222,0.0975947,0.877778,3.11687,0.181481,0.130115,0.881481,
times_2800,0.656413,0.614815,0.419277,0.777778,0.509963,0.818519,0.560864,0.822222,0.0962653,0.877778,3.06577,0.185185,0.128358,0.885185,
times_2850,0.646148,0.618519,0.414253,0.777778,0.507057,0.818519,0.559169,0.822222,0.0949727,0.877778,3.01628,0.192593,0.12665,0.885185,
times_2900,0.636325,0.622222,0.409384,0.777778,0.504229,0.818519,0.55752,0.825926,0.0937155,0.877778,2.96838,0.203704,0.124989,0.885185,
times_2950,0.626916,0.622222,0.404663,0.777778,0.501474,0.818519,0.555915,0.82963,0.0924922,0.874074,2.92202,0.214815,0.123374,0.885185,
times_3000,0.617895,0.633333,0.400081,0.781482,0.49879,0.822222,0.554352,0.82963,0.0913016,0.874074,2.87716,0.222222,0.121801,0.885185,
times_3050,0.609236,0.637037,0.395632,0.781482,0.496174,0.822222,0.552831,0.82963,0.0901425,0.874074,2.83376,0.22963,0.12027,0.888889,
times_3100,0.600919,0.640741,0.391309,0.785185,0.493623,0.822222,0.551348,0.833333,0.0890136,0.874074,2.79178,0.237037,0.118779,0.888889,
times_3150,0.592923,0.648148,0.387105,0.785185,0.491135,0.822222,0.549903,0.833333,0.0879138,0.874074,2.75116,0.248148,0.117327,0.888889,
times_3200,0.585228,0.648148,0.383016,0.785185,0.488706,0.822222,0.548495,0.833333,0.0868421,0.874074,2.71188,0.251852,0.115912,0.892593,
times_3250,0.577818,0.648148,0.379036,0.788889,0.486336,0.825926,0.547122,0.833333,0.0857973,0.874074,2.67387,0.259259,0.114532,0.892593,
times_3300,0.570676,0.648148,0.37516,0.792593,0.484021,0.82963,0.545782,0.833333,0.0847784,0.877778,2.6371,0.277778,0.113186,0.892593,
times_3350,0.563788,0.651852,0.371383,0.792593,0.481759,0.82963,0.544474,0.833333,0.0837846,0.877778,2.60152,0.277778,0.111873,0.892593,
times_3400,0.55714,0.662963,0.367702,0.792593,0.479549,0.82963,0.543197,0.833333,0.082815,0.877778,2.56708,0.285185,0.110592,0.892593,
times_3450,0.550718,0.662963,0.364112,0.792593,0.477389,0.82963,0.54195,0.833333,0.0818686,0.877778,2.53374,0.288889,0.109341,0.896296,
times_3500,0.544511,0.662963,0.36061,0.792593,0.475277,0.82963,0.540732,0.833333,0.0809445,0.877778,2.50145,0.296296,0.10812,0.896296,
times_3550,0.538509,0.681481,0.357192,0.8,0.473211,0.833333,0.539541,0.833333,0.080042,0.877778,2.47018,0.303704,0.106927,0.896296,
times_3600,0.5327,0.688889,0.353855,0.8,0.47119,0.837037,0.538377,0.833333,0.0791602,0.877778,2.43988,0.311111,0.105761,0.896296,
times_3650,0.527074,0.707407,0.350596,0.803704,0.469212,0.837037,0.537238,0.833333,0.0782987,0.877778,2.41052,0.318519,0.104622,0.896296,
times_3700,0.521623,0.714815,0.347411,0.811111,0.467275,0.837037,0.536124,0.837037,0.0774564,0.877778,2.38204,0.322222,0.103508,0.896296,
times_3750,0.516338,0.722222,0.344299,0.811111,0.465379,0.837037,0.535033,0.837037,0.076633,0.877778,2.35443,0.333333,0.102418,0.896296,
times_3800,0.511212,0.722222,0.341257,0.811111,0.463521,0.837037,0.533966,0.837037,0.0758277,0.877778,2.32763,0.344444,0.101352,0.896296,
times_3850,0.506236,0.722222,0.338282,0.814815,0.461701,0.837037,0.53292,0.837037,0.0750399,0.877778,2.30161,0.344444,0.100309,0.896296,
times_3900,0.501404,0.722222,0.335371,0.818519,0.459918,0.837037,0.531897,0.837037,0.0742691,0.877778,2.27634,0.344444,0.0992885,0.896296,
times_3950,0.496709,0.72963,0.332524,0.822222,0.45817,0.837037,0.530893,0.837037,0.0735146,0.881481,2.25179,0.351852,0.0982891,0.896296,
times_4000,0.492145,0.733333,0.329736,0.822222,0.456456,0.837037,0.52991,0.837037,0.0727759,0.881481,2.22791,0.359259,0.0973104,0.896296,
times_4050,0.487705,0.740741,0.327008,0.822222,0.454775,0.837037,0.528946,0.837037,0.0720527,0.881481,2.20469,0.37037,0.0963517,0.896296,
times_4100,0.483386,0.740741,0.324336,0.822222,0.453126,0.837037,0.528001,0.837037,0.0713443,0.881481,2.1821,0.374074,0.0954124,0.896296,
times_4150,0.479181,0.740741,0.321719,0.822222,0.451508,0.837037,0.527074,0.837037,0.0706503,0.881481,2.16009,0.377778,0.0944919,0.896296,
times_4200,0.475085,0.740741,0.319155,0.825926,0.44992,0.837037,0.526164,0.837037,0.0699703,0.881481,2.13866,0.377778,0.0935897,0.896296,
times_4250,0.471094,0.740741,0.316642,0.825926,0.448361,0.837037,0.525272,0.837037,0.0693038,0.881481,2.11776,0.374074,0.0927051,0.896296,
times_4300,0.467203,0.740741,0.31418,0.833333,0.446831,0.837037,0.524396,0.837037,0.0686505,0.881481,2.09738,0.385185,0.0918376,0.896296,
times_4350,0.463409,0.740741,0.311766,0.833333,0.445329,0.837037,0.523536,0.840741,0.0680099,0.881481,2.07749,0.388889,0.0909868,0.896296,
times_4400,0.459708,0.744444,0.309398,0.833333,0.443853,0.840741,0.522691,0.840741,0.0673816,0.881481,2.05807,0.388889,0.0901521,0.896296,
times_4450,0.456095,0.744444,0.307076,0.837037,0.442402,0.840741,0.521862,0.840741,0.0667654,0.881481,2.0391,0.4,0.0893331,0.896296,
times_4500,0.452567,0.748148,0.304799,0.837037,0.440977,0.840741,0.521048,0.840741,0.0661609,0.881481,2.02056,0.407407,0.0885293,0.896296,
times_4550,0.449121,0.751852,0.302564,0.837037,0.439577,0.840741,0.520247,0.840741,0.0655676,0.881481,2.00243,0.411111,0.0877404,0.9,
times_4600,0.445754,0.751852,0.300371,0.837037,0.4382,0.840741,0.51946,0.840741,0.0649854,0.881481,1.9847,0.414815,0.0869658,0.9,
times_4650,0.442463,0.755556,0.298218,0.840741,0.436847,0.840741,0.518688,0.840741,0.0644139,0.881481,1.96734,0.422222,0.0862051,0.9,
times_4700,0.439244,0.759259,0.296104,0.840741,0.435516,0.840741,0.517928,0.840741,0.0638528,0.881481,1.95034,0.42963,0.0854581,0.9,
times_4750,0.436097,0.759259,0.294029,0.840741,0.434207,0.840741,0.517181,0.840741,0.0633018,0.881481,1.93369,0.42963,0.0847243,0.9,
times_4800,0.433016,0.759259,0.29199,0.837037,0.432919,0.840741,0.516446,0.840741,0.0627606,0.881481,1.91737,0.437037,0.0840034,0.9,
times_4850,0.430001,0.759259,0.289988,0.837037,0.431652,0.840741,0.515723,0.840741,0.062229,0.881481,1.90138,0.437037,0.0832951,0.9,
times_4900,0.427049,0.762963,0.288021,0.844444,0.430405,0.840741,0.515013,0.840741,0.0617067,0.881481,1.8857,0.440741,0.082599,0.9,
times_4950,0.424158,0.762963,0.286087,0.844444,0.429178,0.840741,0.514313,0.840741,0.0611935,0.881481,1.87033,0.448148,0.0819147,0.9,
times_5000,0.421325,0.759259,0.284187,0.844444,0.42797,0.840741,0.513625,0.840741,0.0606891,0.881481,1.85524,0.451852,0.0812421,0.9,
times_5050,0.418549,0.759259,0.282319,0.844444,0.426781,0.840741,0.512948,0.840741,0.0601933,0.881481,1.84045,0.451852,0.0805808,0.903704,
times_5100,0.415828,0.762963,0.280482,0.848148,0.42561,0.840741,0.512282,0.840741,0.0597058,0.881481,1.82592,0.455556,0.0799304,0.903704,
times_5150,0.413159,0.766667,0.278675,0.851852,0.424457,0.844444,0.511626,0.840741,0.0592265,0.885185,1.81167,0.462963,0.0792908,0.903704,
times_5200,0.410542,0.766667,0.276899,0.851852,0.423321,0.844444,0.51098,0.840741,0.0587552,0.885185,1.79768,0.462963,0.0786617,0.903704,
times_5250,0.407974,0.77037,0.275151,0.851852,0.422202,0.844444,0.510343,0.840741,0.0582916,0.885185,1.78395,0.47037,0.0780428,0.9,
times_5300,0.405454,0.77037,0.273431,0.851852,0.4211,0.844444,0.509716,0.840741,0.0578356,0.885185,1.77048,0.477778,0.0774339,0.903704,
times_5350,0.40298,0.77037,0.271738,0.851852,0.420013,0.844444,0.5091,0.840741,0.0573869,0.885185,1.75724,0.481481,0.0768347,0.903704,
times_5400,0.400552,0.77037,0.270072,0.855556,0.418943,0.844444,0.508492,0.840741,0.0569454,0.885185,1.74425,0.492593,0.076245,0.903704,
times_5450,0.398166,0.77037,0.268432,0.855556,0.417887,0.848148,0.507893,0.840741,0.0565109,0.885185,1.7315,0.496296,0.0756645,0.903704,
times_5500,0.395824,0.766667,0.266818,0.855556,0.416847,0.848148,0.507303,0.840741,0.0560833,0.885185,1.71898,0.503704,0.0750932,0.903704,
times_5550,0.393521,0.766667,0.265227,0.855556,0.415821,0.848148,0.506721,0.840741,0.0556623,0.885185,1.70669,0.511111,0.0745306,0.903704,
times_5600,0.391259,0.774074,0.263661,0.855556,0.414809,0.848148,0.506148,0.840741,0.0552478,0.885185,1.69462,0.514815,0.0739767,0.903704,
times_5650,0.389035,0.777778,0.262118,0.855556,0.413812,0.848148,0.505584,0.840741,0.0548397,0.885185,1.68278,0.518519,0.0734312,0.9,
times_5700,0.386849,0.777778,0.260598,0.855556,0.412828,0.848148,0.505027,0.840741,0.0544378,0.885185,1.67115,0.52963,0.072894,0.9,
times_5750,0.384698,0.777778,0.259101,0.855556,0.411857,0.848148,0.504478,0.840741,0.054042,0.885185,1.65973,0.52963,0.0723648,0.9,
times_5800,0.382584,0.777778,0.257625,0.855556,0.4109,0.848148,0.503936,0.840741,0.0536522,0.885185,1.64852,0.537037,0.0718435,0.9,
times_5850,0.380503,0.777778,0.25617,0.855556,0.409955,0.848148,0.503402,0.840741,0.0532681,0.885185,1.63751,0.544444,0.0713299,0.903704,
times_5900,0.378456,0.781482,0.254736,0.855556,0.409022,0.848148,0.502876,0.840741,0.0528897,0.885185,1.62671,0.555556,0.0708238,0.9,
times_5950,0.376441,0.781482,0.253322,0.855556,0.408102,0.848148,0.502357,0.840741,0.0525168,0.888889,1.6161,0.562963,0.0703251,0.9,
times_6000,0.374457,0.781482,0.251927,0.855556,0.407194,0.848148,0.501844,0.840741,0.0521492,0.892593,1.60568,0.566667,0.0698336,0.9,
times_6050,0.372504,0.781482,0.250552,0.851852,0.406298,0.848148,0.501339,0.840741,0.0517871,0.892593,1.59546,0.566667,0.0693491,0.9,
times_6100,0.370581,0.781482,0.249196,0.851852,0.405412,0.848148,0.500841,0.840741,0.0514301,0.892593,1.58542,0.566667,0.0688716,0.9,
times_6150,0.368687,0.781482,0.247858,0.855556,0.404539,0.848148,0.500349,0.840741,0.0510781,0.892593,1.57556,0.566667,0.0684007,0.9,
times_6200,0.366822,0.781482,0.246538,0.855556,0.403676,0.848148,0.499864,0.840741,0.0507311,0.892593,1.56587,0.57037,0.0679365,0.9,
times_6250,0.364984,0.781482,0.245236,0.855556,0.402823,0.848148,0.499385,0.840741,0.0503889,0.892593,1.55637,0.585185,0.0674787,0.9,
times_6300,0.363172,0.785185,0.243951,0.859259,0.401982,0.848148,0.498912,0.840741,0.0500515,0.892593,1.54703,0.588889,0.0670272,0.9,
times_6350,0.361387,0.785185,0.242682,0.859259,0.40115,0.848148,0.498445,0.840741,0.0497187,0.892593,1.53786,0.588889,0.066582,0.9,
times_6400,0.359627,0.785185,0.24143,0.859259,0.400329,0.848148,0.497984,0.840741,0.0493905,0.892593,1.52886,0.596296,0.0661428,0.9,
times_6450,0.357893,0.785185,0.240194,0.859259,0.399517,0.848148,0.49753,0.840741,0.0490667,0.892593,1.52001,0.603704,0.0657095,0.9,
times_6500,0.356182,0.785185,0.238973,0.862963,0.398716,0.848148,0.49708,0.840741,0.0487472,0.892593,1.51132,0.614815,0.065282,0.9,
times_6550,0.354495,0.785185,0.237768,0.862963,0.397923,0.848148,0.496637,0.840741,0.0484321,0.892593,1.50279,0.611111,0.0648603,0.9,
times_6600,0.352831,0.785185,0.236578,0.862963,0.397141,0.848148,0.496199,0.840741,0.0481211,0.892593,1.4944,0.618519,0.0644441,0.9,
times_6650,0.35119,0.785185,0.235403,0.862963,0.396367,0.848148,0.495767,0.840741,0.0478142,0.892593,1.48616,0.622222,0.0640334,0.9,
times_6700,0.349571,0.785185,0.234242,0.866667,0.395602,0.848148,0.49534,0.840741,0.0475114,0.892593,1.47806,0.62963,0.0636281,0.9,
times_6750,0.347973,0.788889,0.233096,0.866667,0.394846,0.848148,0.494918,0.844444,0.0472125,0.892593,1.4701,0.633333,0.063228,0.9,
times_6800,0.346396,0.792593,0.231963,0.866667,0.394099,0.848148,0.494501,0.844444,0.0469173,0.892593,1.46228,0.644444,0.0628331,0.9,
times_6850,0.34484,0.792593,0.230843,0.866667,0.39336,0.848148,0.49409,0.844444,0.046626,0.892593,1.4546,0.644444,0.0624432,0.9,
times_6900,0.343304,0.792593,0.229737,0.866667,0.392629,0.848148,0.493683,0.844444,0.0463385,0.892593,1.44704,0.648148,0.0620582,0.9,
times_6950,0.341787,0.792593,0.228644,0.866667,0.391907,0.848148,0.493281,0.844444,0.0460545,0.892593,1.43961,0.651852,0.0616781,0.9,
times_7000,0.34029,0.796296,0.227564,0.866667,0.391192,0.848148,0.492884,0.844444,0.0457741,0.892593,1.4323,0.655556,0.0613029,0.9,
times_7050,0.338811,0.796296,0.226496,0.866667,0.390486,0.848148,0.492492,0.844444,0.0454972,0.892593,1.42511,0.659259,0.0609322,0.9,
times_7100,0.337351,0.796296,0.22544,0.866667,0.389787,0.848148,0.492104,0.844444,0.0452238,0.892593,1.41804,0.666667,0.0605662,0.9,
times_7150,0.335908,0.8,0.224397,0.866667,0.389096,0.848148,0.491721,0.844444,0.0449536,0.892593,1.41109,0.67037,0.0602046,0.9,
times_7200,0.334483,0.8,0.223365,0.866667,0.388412,0.848148,0.491342,0.844444,0.0446868,0.892593,1.40424,0.67037,0.0598475,0.9,
times_7250,0.333075,0.8,0.222345,0.866667,0.387736,0.848148,0.490967,0.844444,0.0444233,0.896296,1.39751,0.67037,0.0594947,0.9,
times_7300,0.331684,0.8,0.221336,0.866667,0.387066,0.848148,0.490597,0.844444,0.0441629,0.896296,1.39088,0.67037,0.0591461,0.9,
times_7350,0.33031,0.8,0.220338,0.866667,0.386404,0.848148,0.490232,0.844444,0.0439056,0.896296,1.38436,0.674074,0.0588017,0.9,
times_7400,0.328951,0.803704,0.219351,0.866667,0.385749,0.848148,0.48987,0.844444,0.0436514,0.896296,1.37794,0.677778,0.0584614,0.9,
times_7450,0.327609,0.807407,0.218375,0.866667,0.385101,0.848148,0.489512,0.848148,0.0434003,0.896296,1.37161,0.681481,0.0581252,0.9,
times_7500,0.326282,0.807407,0.217409,0.866667,0.384459,0.848148,0.489158,0.848148,0.043152,0.896296,1.36539,0.685185,0.0577929,0.9,
times_7550,0.324969,0.807407,0.216454,0.866667,0.383824,0.848148,0.488809,0.848148,0.0429067,0.896296,1.35925,0.685185,0.0574645,0.9,
times_7600,0.323672,0.807407,0.215509,0.866667,0.383195,0.848148,0.488463,0.848148,0.0426642,0.896296,1.35321,0.685185,0.0571398,0.9,
times_7650,0.32239,0.807407,0.214574,0.866667,0.382573,0.848148,0.488121,0.848148,0.0424246,0.896296,1.34725,0.688889,0.0568189,0.9,
times_7700,0.321121,0.811111,0.213649,0.866667,0.381957,0.848148,0.487783,0.848148,0.0421876,0.896296,1.34139,0.688889,0.0565018,0.9,
times_7750,0.319867,0.811111,0.212733,0.866667,0.381348,0.848148,0.487448,0.848148,0.0419534,0.896296,1.33561,0.688889,0.0561882,0.9,
times_7800,0.318626,0.811111,0.211827,0.866667,0.380744,0.851852,0.487117,0.848148,0.0417219,0.896296,1.32991,0.692593,0.0558782,0.9,
times_7850,0.317399,0.811111,0.21093,0.866667,0.380146,0.851852,0.486789,0.851852,0.0414929,0.896296,1.32429,0.692593,0.0555717,0.9,
times_7900,0.316185,0.811111,0.210042,0.866667,0.379554,0.851852,0.486465,0.851852,0.0412665,0.896296,1.31875,0.692593,0.0552685,0.9,
times_7950,0.314984,0.811111,0.209163,0.87037,0.378968,0.851852,0.486145,0.851852,0.0410427,0.896296,1.31329,0.692593,0.0549688,0.9,
times_8000,0.313795,0.814815,0.208293,0.87037,0.378388,0.851852,0.485828,0.851852,0.0408213,0.896296,1.30791,0.692593,0.0546725,0.9,
times_8050,0.312619,0.814815,0.207431,0.87037,0.377813,0.851852,0.485514,0.851852,0.0406024,0.896296,1.3026,0.692593,0.0543793,0.9,
times_8100,0.311456,0.814815,0.206579,0.87037,0.377244,0.851852,0.485204,0.851852,0.0403858,0.896296,1.29737,0.692593,0.0540893,0.9,
times_8150,0.310304,0.814815,0.205734,0.87037,0.376681,0.851852,0.484897,0.851852,0.0401716,0.896296,1.2922,0.692593,0.0538026,0.9,
times_8200,0.309164,0.814815,0.204898,0.87037,0.376122,0.851852,0.484593,0.851852,0.0399597,0.896296,1.28711,0.692593,0.0535189,0.9,
times_8250,0.308036,0.814815,0.20407,0.87037,0.375569,0.851852,0.484292,0.851852,0.0397502,0.896296,1.28209,0.696296,0.0532382,0.9,
times_8300,0.306919,0.822222,0.203249,0.87037,0.375021,0.851852,0.483994,0.851852,0.0395429,0.896296,1.27713,0.696296,0.0529606,0.9,
times_8350,0.305813,0.822222,0.202437,0.866667,0.374479,0.851852,0.483699,0.851852,0.0393377,0.896296,1.27224,0.696296,0.0526859,0.9,
times_8400,0.304718,0.822222,0.201632,0.866667,0.373941,0.851852,0.483408,0.851852,0.0391347,0.896296,1.26742,0.7,0.0524141,0.9,
times_8450,0.303634,0.822222,0.200835,0.866667,0.373408,0.851852,0.483119,0.851852,0.0389339,0.896296,1.26266,0.703704,0.0521452,0.9,
times_8500,0.30256,0.822222,0.200046,0.866667,0.37288,0.851852,0.482833,0.851852,0.0387352,0.896296,1.25796,0.7,0.051879,0.9,
times_8550,0.301497,0.822222,0.199264,0.866667,0.372357,0.851852,0.48255,0.851852,0.0385385,0.896296,1.25333,0.7,0.0516157,0.9,
times_8600,0.300444,0.822222,0.198489,0.866667,0.371839,0.851852,0.48227,0.851852,0.0383439,0.896296,1.24876,0.703704,0.0513551,0.9,
times_8650,0.299402,0.822222,0.197721,0.866667,0.371325,0.851852,0.481993,0.851852,0.0381513,0.896296,1.24425,0.703704,0.0510972,0.9,
times_8700,0.298369,0.822222,0.19696,0.866667,0.370816,0.851852,0.481718,0.851852,0.0379606,0.896296,1.2398,0.703704,0.0508419,0.9,
times_8750,0.297346,0.822222,0.196206,0.866667,0.370312,0.851852,0.481446,0.851852,0.0377719,0.896296,1.23541,0.703704,0.0505891,0.9,
times_8800,0.296332,0.822222,0.195459,0.866667,0.369812,0.851852,0.481176,0.851852,0.0375851,0.896296,1.23108,0.703704,0.050339,0.9,
times_8850,0.295328,0.822222,0.194718,0.866667,0.369316,0.851852,0.48091,0.851852,0.0374002,0.896296,1.22681,0.703704,0.0500914,0.9,
times_8900,0.294333,0.822222,0.193985,0.87037,0.368825,0.851852,0.480646,0.851852,0.0372172,0.896296,1.22259,0.703704,0.0498462,0.9,
times_8950,0.293347,0.822222,0.193257,0.874074,0.368338,0.851852,0.480384,0.851852,0.037036,0.896296,1.21843,0.707407,0.0496035,0.9,
times_9000,0.29237,0.822222,0.192536,0.874074,0.367856,0.851852,0.480125,0.851852,0.0368565,0.896296,1.21432,0.707407,0.0493632,0.9,
times_9050,0.291402,0.822222,0.191822,0.874074,0.367377,0.851852,0.479868,0.851852,0.0366789,0.896296,1.21027,0.707407,0.0491252,0.9,
